name,email,district,county,longitude,latitude,location,address,wasteType,facilityType
PALAK INTERNATIONAL LIMITED,info@palakinternational.co.ke,KIKUYU,Kiambu,36.6610169,-1.2328536,KIKUYU,"P.O BOX 32380-00600
NAIROBI",,Recycling
PALAK INTERNATIONAL LIMITED,info@palakinternational.co.ke,KIAMBU,Kiambu,36.6610169,-1.2328536,KIKUYU,P.O BOX 32380 00600 NAIROBI,,Industrial Furnace
JIM & PROSPER LIMITED,vyksung5@gmail.com,UTAWALA MIHANGO,Nairobi,36.9502446,-1.28346701,NAIROBI,5376-00506,,Transfer station
WANG-TECH PETROLEUM LIMITED,olukohe2000@yahoo.com,"MOMBASA COUNTY, MIRITINI",Mombasa,39.592329,-4.015134,"PLOT NO. MN/VI/751/R MIRITINI, MOMBASA COUNTY",P.O BOX 42751-80100 MOMBASA,,Transfer station
OMBRO INVESTMENT COMPANY LIMITED,info@ombra.co.ke,NAKURU DISTRICT,Nakuru,35.8921680,-0.22275960,PLOT NO 4/856 NJORO SUB-COUNTY NAKURU COUNTY,P.O. BOX 1369-00906 KIKUYU NAIROBI,,Recycling
TANGA INVESTMENTS (K) LIMITED,slyonyando@gmail.com,NAIROBI,Nairobi,Longitude: 36.8512°E,Latitude: 1.2940° S,"GODOWN ON LR NO. 209/10321, FALCON ROAD, OFF ENTERPRISE ROAD, INDUSTRIAL AREA","P.O.BOX 99005-80100
MOMBASA",,Transfer station
ECO ROSES LIMITED,admin.eco@btfgroup.com,Nakuru District,Nakuru,35.8511309,-0.2200801,SALGAA NAKURU,P.O. BOX 1970 CODE 00606 NAIROBI,Organic Waste,Compost
TAKATAKA SOLUTIONS LTD,norah.takataka@gmail.com,KIAMBU,Kiambu,36.7329583  ,-1.141114,KIAMBU,"29273,00625 NAIROBI",,Transfer Station/Storage Yard
ACCURATE STEEL MILLS LTD,BONIFASEMBI@YAHOO.COM,EMBAKASI SOUTH,Nairobi,36.87334,-1.31693,FALCON ROAD OFF ENTERPRISE ROAD.,P.O BOX 74332-00200,Scrap Metal,Recycling
JAMALI METAL WORKS,shanificonsys@gmail.com,RUIRU,Kiambu,-,-,located in Ruiru Thika road Kiambu County,"P.O BOX 20390-00200
NAIROBI",,Transfer Station/Storage Yard
VUMUAL WATERSITES AGENCIES,vumualwatersites@gmail.com,EMBAKASI,Nairobi,"36'53'11.58""E","1'18'21.89""S",OFF OUTERING ROAD,"PO BOX 101487-00101
JAMIA",,Transfer Station/Storage Yard
Kenya Cuttings Limited,mark.manuari@syngenta.com,Thika,Murang'a,EL 37o9’24’’,SL 1o3’40’’,MITUBIRI,27774-00506 Nairobi,,Compost
PAN AFRICAN PAPER MILLS 2015 LTD,alfred.wafula@raipaper.com,BUNGOMA,Bungoma,"34°46'56.9""E","0°35'23.4""N",WEBUYE TOWN,P.O.BOX 535-50205 WEBUYE KENYA,Recyclable Waste,Recycling
SAI INDUSTRIES LIMITED,leynishaservices@gmail.com,ATHI RIVER,Machakos,"E0360 55' 32.4""","S010 22' 24.4""",SYOKIMAU BEHIND MASTERMIND TOBACCO,"P.O BOX 207-00600
NAIROBI",,Recycling
COTS PAPER AND BOARD LTD,cotspaper@gmail.com,"FALCON ROAD, NAIROBI",Nairobi,"36o 50""","1o 18""",NAIROBI,"P. O. BOX 1470
RUIRU 00232",,Transfer station
GLOBAL BY-PRODUCTS LTD,calebnjue@gmail.com,NAIROBI,Nairobi,-,-,LR. NO. 209/8695 FACTORY STREET CITY STADIUM OFF JOGOO ROAD,"P.O.BOX 56392-00200,
NAIROBI.",,Transfer station
FLAMINGO HORTICULTURE (K) LIMITED - FLAMINGO FARM,Priscillah.Musyimi@flamingo.net,NAIVASHA,Nakuru,"36 02"" E","01 11"" S","L.R NO. 10854/11 NAIVASHA, ALONG MOI - SOUTH LAKE ROAD","P.O. BOX 188 - 20117, NAIVASHA KENYA",,Compost
FLAMINGO HORTICULTURE (K) LIMITED - KINGFISHER FARM,Priscillah.Musyimi@flamingo.net,NAIVASHA,Nakuru,"36 03""E","01 11""S",L.R NO. 10854/74 NAIVASHA ALONG MOI SOUTH LAKE ROAD,"P.O. BOX 188 - 20177, NAIVASHA KENYA",,Compost
ENVIRONMENTAL AND COMBUSTION CONSULTANTS LTD,james@ecclkenya.com,MIGORI,Migori,34 20' 54.64'' E,17' 54.10'' S,"BUHEMBU, MIGORI.","P.O BOX 72828 - 00200,
NAIROBI - KENYA.",,Incineration and Soil Remediation Plant
RAMJI HARIBHAI DEVANI LIMITED,nilesh.devani@rhdevani.com,MAKADARA,Nairobi,36.85019,-1.30658,KITUI ROAD - INDUTRIAL AREA,P.O. BOX 18342 -00500 NAIROBI,,Recycling
Bamburi Cement - Mombasa Plant,otieno.arowo@lafargeholcim.com,Mombasa,Mombasa,39.718876,-3.996659,Bamburi Mombasa,P.O. Box 90202- 80100 Mombasa,Scrap Tyres/Industrial Waste/Phamaceutical Waste/Condemned Goods/Used Oil,Incinerator
PALAK INTERNATIONAL LIMITED,info@palakinternational.co.ke,KIAMBU,Kiambu,36.661191,-1.233110,KIKUYU,P.O BOX 32380-00600 NAIROBI,,Recycling
SHELLVIVU GROUP LIMITED,shellvivu@gmail.com,Nairobi,Nairobi,1.2102 degrees South,36.8935 degrees East,ROYSAMBU,P.O. BOX 65589-00607 NAIROBI,,Transfer station
KONGONI RIVER FARM STAR DIVISION,compliancestar@vegpro-group.com,NAIVASHA,Nakuru,36,1870,L.R NO. 5212 FLOWER BUSINESS PARK NAIVASHA,P.O BOX 1401 - 20117 NAIVASHA,Organic Waste,Compost
JACRI SCRAP METAL,johnmanyange981@gmail.com,MATHARE NAIROBI,Nairobi,36.8833,-1.2500,LR 448 KARIOBANGI CARDINAL MAURICE OTUNDA ROAD,"P.O BOX205 VIWANDANI
NAIROBI",,Transfer Station/Storage Yard
APCO ENTERPRISES LTD,johnmanyange981@gmail.com,MAVOKO,Nairobi,36.8773,-1.3292,LR NO OFF MOMBASA ROAD OPPOSITE MASTERMINE,"P.O BOX 40044-00100
NAIROBI",,Transfer Station/Storage Yard
ENVIRONMENTAL AND COMBUSTION CONSULTANTS LTD,james@ecclkenya.com,KAJIADO,Kajiado,37.000000,-1.583333,"LR NO. 26604, STONY ATHI, KAPUTEI NORTH - KAJIADO COUNTY","P.O BOX 72828 - 00200,
NAIROBI - KENYA.",,Incinerator and Waste Transfer Station
LIVE LOVE WELL (EPZ) LIMITED,venlensaodhiambo1@gmail.com,KWALE,Kwale,39.537519,-4.314960,UKUNDA,"P.O BOX 227-80400, KWALE",,Reuse
ISAAC GICHUKI WANJOHI,johnmanyange981@gmail.com,kamukunji,Nairobi,36.88657,-1.3048114,Ahero off Landhies road in Nairobi county,"P.O BOX 3767-0061
NAIROBI",,Transfer Station/Storage Yard
ISAAC GICHUKI WANJOHI,shanificonys@gmail.com,MAKADARA,Nairobi,-,-,Ahero off Landhies road in Nairobi county,P. O. BOX 3767-0061 NAIROBI,,Transfer Station/Storage Yard
RUBI PLASTICS INDUSTRIES LIMITED,olukohe2000@yahoo.com,"MOMBASA COUNTY, MVITA SUB-COUNTY",Mombasa,39.657699,-4.051561,"LR NO.XIV/76/77 ALONG LUMUMBA ROAD, JELA BARIDI AREA., MSA COUNTY","P.O BOX 81072-80100 MOMBASA, LUMUMBA ROAD",,Recycling
DESTINY MOTORS LIMITED,destoke@yahoo.com,Nairobi,Nairobi,36˚50’46”,-1˚-18’-40”,"PLOT L.R NO. 209/4426, BUSIA ROAD, INDUSTRIAL AREA, NAIROBI COUNTY.","P.O BOX 66777-00800, NAIROBI",,Transfer station
HEEMA STEEL AND HARDWARE LTD,nsngugi@gmail.com,NAIROBI,Nairobi,36.869001,-1.307565,"LR NO.209/3901 & 209/3904 LUNGA LUNGA ROAD,INDUSTRIAL AREA","P.O. BOX 496-00606,
NAIROBI",,Recycling
"Bamburi Cement, Mombasa Plant",otieno.arowo@lafargeholcim.com,Mombasa,Mombasa,39.7169,-4.0073,Mombasa,P.O. Box 902020 80100 Mombasa,,Incinerator
KIMEMIA MWANGI,christophermuchiri1@gmail.com,KIAMBU,Kiambu,"36°39'39.22""E","1°14'12.02""S","L.R. NO. 9224/5, ALONG KIKUYU-NDERI ROAD, KIKUYU SUB-COUNTY, KIAMBU COUNTY",P.O BOX 15875-00100 NAIROBI,,Recycling
PENTA TANCOM LTD T/A PENTA FLOWERS-THIKA FARM,penta@pentaflowers.co.ke,GATANGA,Murang'a,37.044509,-1.028111,"off Gatanga Road, Gathambara location",PO BOX 40452-00100 NAIROBI,,Compost
PENTA TANCOM LTD T/A PENTA FLOWERS NDARUGU FARM,penta@pentaflowers.co.ke,THIKA,Kiambu,37.032183,-1.089324,"JUJA LOCATION, NDARUGU, OFF THIKA SUPER HIGHWAY",P.O. BOX 40452-00100 NAIROBI,,Compost
JOY MARRIOT ENTERPRISES,namonom11@gmail.com,ELDORET EAST DISTRICT,Uasin Gishu,35° 16' 11.2044'' E,0° 30' 51.3972'' N,ELDORET MUNICIPALITY,P.O BOX 6963-30100 ELDORET,,Dumpsite for General Waste
DEVANI ELECTRIC STORES,venlensaodhiambo1@gmail.com,MOMBASA,Mombasa,39.65332,-4.05680,SHIMANZI AREA,"P.O BOX 80548-80100, MOMBASA",,Transfer Station/Storage Yard
JOY MARRIOT ENTERPRISES,marriotenterprises2030@gmail.com,ELDORET EAST,Uasin Gishu,"0.5143° N, 35.2698° E","0.5143° N, 35.2698° E",WITHIN ELDORET MUNICIPALITY,P.O BOX 6963-30100 ELDORET,,Dumpsite for General Waste
SHRI SAI INTERNATIONAL LTD,johnmanyange981@gmail.com,Nairobi,Nairobi,36.88657,-1.3048114,situated along Lunga Lunga Road Cereal Board Go-down no 21 plot no 209/4073 Nairobi County,"P.O. BOX 1242-00606
NAIROBI",,Transfer Station/Storage Yard
SAIMBOT SHIP'S CONTRACTORS LIMITED,saimbot@yahoo.com,PORTREITZ-MOMBASA,Mombasa,E03937.80,S0412353,PORTREITZ,"P.O.BOX 40461-80100
MOMBASA",,Incinerator
CENTURY STEEL FURNITURE LTD,centuryf@africaonline.co.ke,294.7 SQ KM,Mombasa,39.6014 E,3.9958 S,KWA JOMVU,"P.O.BOX 82021-80100
MOMBASA",,Incinerator
ADDISON INDUSTRIES LIMITED,addisonlimited@gmail.com,INDUSTRIAL AREA,Nairobi,200521,21052020,"L.R. NO. 209/8533/34, RANGWE ROAD, IND. AREA, NAIROBI","P.O. BOX 46489-00100, NAIROBI",,Recycling
ADDISON INDUSTRIES LIMITED,addisonlimited@gmail.com,NAIROBI,Nairobi,200521,21052020,"L.R. NO. 209/8533/34, RANGWE ROAD, IND. AREA, NAIROBI","P.O. BOX 46489-00100, NAIROBI",,Recycling
TAKATAKA SOLUTIONS LTD,norah.takataka@gmail.com,KIAMBAA,Kiambu,36.7329583,-1.1411142,KIAMBAA/CIANDA,29273 -00625 NAIROBI,,Compost
POLLEN LIMITED,info.pollen@syngenta.com,KIAMBU,Kiambu,65E 55W,79; N 85 S,ALOND RUIRU-KIAMBU ROAD,P.O BOX 1037-00232 RUIRU,,Compost
BioBuu Kenya Ltd,kmcompton@yahoo.com,Kilifi South,Nairobi,"39°46'31.7""E or 39.775463","3°53'23.2""S or -3.889784","Godown N0.1 on Land Reference Number MN/IIl/5134 Kikambala, Kilifi South",P.O BOX 39058 - 00623 - PARKLANDS Nairobi,,Recycling
MARAGUA LEVEL 4 HOSPITAL,onesmusgikonyo@gmail.com,MARAGUA,Murang'a,37.124704,-0.793654,MARAGUA,"P.O. BOX 72 - 10205
MARAGUA",,Incinerator
ASSOCIATED BATTERY MANUFACTURERS (EA) LTD,wanjala@abm.co.ke,MAVOKO,Nairobi,36.838934,-1.299591,MAVOKO,P.O.BOX 48917 001000,,Recycling
Devki steel mills ltd,personnelmsa@devkisteel.com,jomvu Mombasa county,Mombasa,N/a,N/a,"L.R.NO.467/V/MN jomvu location,Mombasa county","P.o Box 84267-80100
Mombasa",,Recycling
ABYSSINIA IRON AND STEEL LIMITED,ian@abyssiniagroup.com,KISUMU EAST SUB-COUNTY,Kisumu,"34°47'40.99""E","00°04'31.23""S","Plot No. Kisumu East/18552, Kisumu on Kibos Road, Kisumu East Sub County, Kisumu County.","P.O. Box 1231 - 40100
Kisumu",,Recycling
HALAR INDUSTRIES LIMITED,hilplast@gmail.com,"INDUSTRIAL AREA, NAIROBI",Nairobi,36° 52' 59,-01° 18' 18,"L.R NO. 209/8865, Lunga Lunga Road, Industrial Area","P.O. BOX 219-00600
NAIROBI",,Recycling
Envirosafe Limited,accounts@envirosafe.co.ke,Machakos,Machakos,36.9730° E,1.4694° S,EPZ Athi River,P.O Box 73304-00200 Nairobi,,Incinerator
PET BOTTLE RECYCLERS LIMITED,petbottlerecyclers@gmail.com,Ruaraka,Nairobi,36°51′30″E,1°15′32″N,"L. R NO. 31/6 SUB PLOTS 31/109, 31/110, 31/111 & 31/112 OFF THIKA ROAD","P.O.BOX 1474-00606
NAIROBI, KENYA",,Recycling
NATIONAL CEMENT CO. LTD,PERSONNEL@MAISHAMABATI.COM,NAKURU,Nakuru,36.08800 E,0.3031 S,NAKURU -SALGAA,P.O BOX 33319-00600 NAIROBI,,Incinerator
NATIONAL CEMENT CO. LTD,PERSONNEL@MAISHAMABATI.COM,MACHAKOS,Machakos,37.0830 E,1.4927 S,LUKENYA ALONG MOMBASA ROAD,P.O BOX 33319-00600 NAIROBI,,Incinerator
NATIONAL CEMENT CO. LTD,PERSONNEL@MAISHAMABATI.COM,EMALI,Kajiado,37.4731 E,2.0797 S,EMALI-MBIRIKANI,P.O BOX 33319-00600 NAIROBI,,Incinerator
JEMMA SCRAP METAL,johnmanyange981@gmail.com,KARIOBANGI SOUTH,Nairobi,-,-,KARIOBANGI LIGHT INDUSTRY,"P.O BOX 530-00516
NAIROBI",Scrap Metal,Transfer Station/Storage Yard
Aga khan hospital Mombasa,info@envasses.org,Mombasa island,Mombasa,39degrees 40'14.01E,"4degrees 04 12.20""S","along vanga road , Mombasa island","P.o Box 83013-80100
Mombasa",,Incinerator
DESTINY MOTORS LIMITED,destoke@yahoo.com,Nairobi,Nairobi,36˚50’46”,-1˚-18’-40”,"PLOT L.R NO. 209/4426, BUSIA ROAD, INDUSTRIAL AREA, NAIROBI COUNTY.","P.O BOX 66777-00800, NAIROBI",,Transfer Station/Storage Yard
JIM & PROSPER LIMITED,vyksung5@gmail.com,NAIROBI COUNTY,Nairobi,36.9502446,-1.2836701,COUNTRYWIDE,5376-00506,,Transfer station
JOSMO SCRAP METAL DEALERS,johnmanyange981@gmail.com,-,Embu,-,-,Juakali,"P.O. BOX 1992
EMBU",,Transfer Station/Storage Yard
MARY WANJIRU GAKERO,makhmuga98@gmail.com,KISAUNI,Mombasa,"39'42'7.806""E",3'59'56.196''S,KISAUNI,P.O BOX -80100 MOMBASA,,Transfer Station/Storage Yard
SILVERSTAR MANUFACTURERS LTD,kmitukim@gmail.com,Kikuyu,Kiambu,36°39′24.6''E,1°13′42.4''S,Kikuyu,"P.O. BOX 44148-00100
NAIROBI",,Recycling
MWANZI LTD,mwanzioffice@eaga.co.ke,RUMURUTI,Laikipia,36.507399,0.262339,RUMURUTI,P.O. BOX 49125-00100 NAIROBI,,Land fill
KWALE INTERNATIONAL SUGAR COMPANY,info@enviroscan.co.ke,kwale county,Kwale,543648.06 9499541.99;543595.63 9499533.03,543622.08 9499510.92;543621.61 9499564.10,KWALE,"P.O BOX 46279-00100
NAIROBI",,Compost
ST THERESA MISSION HOSPITAL KIIRUA,admin@sttheresahosp-kiirua.com,BUURI,Meru,37.5675023,0.1258331,KIIRUA,2095 -60200,,Incinerator
METROPET SUPPIES LIMITED,PRELANCECO@GMAIL.COM,MAZERAS,Kilifi,39'29'35.27''E,3'52'57.30''S,KILIFI/KADZOZO/MADZIMBANI/KOKOTONI,"P.O.BOX 323-00507
NAIROBI",Used Oil,Transfer station
TOTAL KENYA LIMITED,nicholas.wambugu@total.co.ke,MOMBASA,Mombasa,39.646860,4.042230,SHIMANZI MOMBASA,P O BOX 30736- 00100 NAIROBI,,Incinerator and Waste Transfer Station
APCO ENTERPRISES LTD,johnmanyange981@gmail.com,MAVOKO,Machakos,-,-,LR NO OFF MOMBASA ROAD OPPOSITE MASTERMINE,"P.O BOX 40044-00100
NAIROBI",,Transfer Station/Storage Yard
BARAN TELECOM NETWORKS KENYA LIMITED,carolyne@btn-solutions.co.ke,NAIROBI,Nairobi,36.843943,-1.323365,OFF MOMBASA ROAD,P.O BOX 49929-00100 NAIROBI,,Transfer Station/Storage Yard
WASTE ELECTRICAL AND ELECTRONIC EQUIPMENT CENTRE,info@weeecentre.com,Nairobi,Nairobi,-1.278611,36.962651234,EMBAKASI,"P.O. BOX 48584 - 00100
NAIROBI, KENYA",,Recycling
Panda Flowers ltd,kennedy.papa@pandaflowers.co.ke,NAIVASHA,Nakuru,36.4310°E,0.7172°S,NAIVASHA,"P.O.BOX 884 Naivasha,Kenya",,Compost
ROBA SCRAP METAL DEALERS,fadema2014@gmail.com,ATHI RIVER,Machakos,"36""58""45.9228","1""27""15.5916",PLOT NO 337/1290 ATHI RIVER NEAR MINIG KMC ROAD,"PO BOX 345-00204
ATHI RIVER",,Transfer Station/Storage Yard
BAHATI SUB-COUNTY HOSPITAL,bahatihospital@gmail.com,NAKURU NORTH,Nakuru,0.17 S,36.121 E,MAILI KUMI,"P.O BOX 77-20113 BAHATI,NAKURU",,Incinerator
TRANBIZ ENTERPRISES LTD,tranbiohz@gmail.com,KIAMBU,Kiambu,37.074970,1.116760,"PLOT NO. JUJA/JUJA EAST BLOCK 1/2748 IN NYACABA, JUJA SUB-COUNTY KIAMBU COUNTY","P.O BOX 16898-00100
NAIROBI",,Incinerator
GRAIN DROP PRODUCTS LIMITED,grainsdrops@yahoo.com,"INDUSTRIAL AREA, NAIROBI",Nairobi,36.8716201,-1.306369,"GODOWN 36, NANYUKI ROAD, INDUSTRIAL AREA, NAIROBI ON LR NUMBER 209/3915","P.O. BOX 12296-00400
NAIROBI",,Recycling
HARVEST LIMITED,admin@harvestflowers.com,NYANDARUA,Nyandarua,"036 28' 22.9""","00 37' 37.5""",OL'KALAU,"P.O.BOX 60158 - 00200
NAIROBI
KENYA",,Compost
KENSALT LIMITED,muchiridaniel81@gmail.com,RONGAI,Nakuru,36.1275502,-0.0878046,RONGAI,"P.O BOX 50315-00200, NAIROBI",,Compost
CITY BOARDS TECHNICIANS,johnmanyange981@gmail.com,Embakasi East,Nairobi,39.745274,-3.943549,ALONG ENTERPRISE ROAD NEXT TO TETRAPACK INDUSTIAL AREA NAIROBI COUNTY,"P.O BOX 13
KIKUYU",,Transfer Station/Storage Yard
PREPAL INVESTMENTS AND GENERAL MERCHANTS LIMITED,flokaminju@yahoo.com,KIAMBU,Kiambu,36.967,-1.150,RUIRU,11917-00400 NAIROBI,,Transfer station
ANN NGURE,annngure87@yahoo.com,CHANGAMWE,Mombasa,39.63276,-4.02419,CHANGAMWE,P.O BOX 97370-80100,,Transfer Station/Storage Yard
JUMBO STEEL MILLS LIMITED,olukohe2000@yahoo.com,RABAI SUB-COUNTY,Kilifi,39.580385,-3.918172,"PLOT NO.BUNI/KISIMANI/209, RABAI SUB -COUNTY, KILIFI COUNTY",P.O BOX 2053- 40100 KISUMU,,Recycling
Oxstar Limited,stalinag@gmail.com,Athi River,Machakos,"36°57'17.5""E","1°25'23.2""S",Athi River Machakos County,"P. O. Box 1165 - 00610
Nairobi",,Recycling
PRIME STEEL MILLS LTD,INFO@ABYSSINIAGROUP.COM,SOIN / SIGOWET,Kericho,35°07’45.86E,0°10’48.62’’S,"L.R.NO.283, OFF KERICHO-KISUMU ROAD NG'OMWET KAPLEILACH",P.O. BOX 1408 - 00606 NAIROBI,Scrap Metal,Recycling
MONTEZUMA MONALISA FUNERAL HOME KABATI,monte2lisa@yahoo.com,MURANG'A,Murang'a,37 degrees 5 49'' E,0'58'32''S,"THIKA - KENOL ROAD, MURANGA",51340 00200 NAIROBI,,Dumpsite for General Waste
BETATRAD KENYA LIMITED,info@betatrad.co.ke,Embakasi,Nairobi,36.988909,-1.239165,L.R NO. 9363/1007 NAIROBI COUNTY,"P.O BOX 56671-00200
NAIROBI",,Recycling
RAINFOREST FARMLANDS KENYA LIMITED,bmikal@fleurafrica.com,NAIVASHA,Nakuru,36.2308,-0.76508,NAIVASHA MOI NDABI,P.O. BOX 2522 - 00606,,Compost
NEXGENGREEN PLASTICS LIMITED,fadema2014@gmail.com,MAKADARA DISTRICT,Nairobi,-36.45689,S 1.2,LR NO 209/10363/2 OFF ENTERPRISE ROAD OPPOSITE SOFTA LIMITED,"PO BOX 3674-00100
NAIROBI",,Recycling
MASAI ROLLING MILLS LIMITED,irenekwamboka80@gmail.com,KAJIADO EAST,Kajiado,"36°51'22.3""E","1°40'14.6""S","LR NO. 43307 KAJIADO/KAPUTEI NORTH, KAJIADO COUNTY","P. O. BOX 344-00242
KITENGELA.",,Industrial Furnace
MARIO HOLDINGS LIMITED,mutimurid@yahoo.com,STAREHE,Nairobi,36.862664999999,-1.3045477,L.R.NO.209/4300/122,P.O. BOX 6208 - 0300 NAIROBI,,Recycling
MARIO HOLDINGS LIMITED,mutimurid@yahoo.com,STAREHE,Nairobi,36.862664999999,-1.33045477,L.R.NO. 209/4300/122,P.O. BOX 6208 - 0300 NAIROBI,,Recycling
MUMS SCRAP METAL,johnmanyange981@gmail.com,-,Nairobi,39.745274,-3.943549,-,"P.O BOX356-00507
NAIROBI",,Transfer Station/Storage Yard
SHALOM SCRAP METAL MTWAPA,johnmanyange981@gmail.com,SOKOMJINGA MTWAPA,Mombasa,39.745274,-3.943549,located at SokoMjinga open market Mtwapa KilifiMombas county,"P.O. BOX 296-80200
MOMBASA",,Transfer Station/Storage Yard
GICHIMU SCRAP METAL,johnmanyange981@gmail.com,kamukunji,Nairobi,36.862699,-1.32632,Along Park Nairobi County on plot no209/1333/44,"P.O. BOX 69166-00622
Nairobi",,Transfer Station/Storage Yard
GICHIMU SCRAP METAL,shanificonys@gmail.com,kamukunji,Nairobi,36.78537,-,Along Park Nairobi County on plot no209/1333/44,"P.O. BOX 69166-00622
Nairobi",,Transfer Station/Storage Yard
GICHIMU SCRAP METAL,shanificonys@gmail.com,kamukunji,Nairobi,-,-,Along Park Nairobi County on plot no209/1333/44,"P.O. BOX 69166-00622
Nairobi",,Transfer Station/Storage Yard
MELCH METAL MERCHANTS LTD,shanificonsys@gmail.com,MAKADARA,Nairobi,36.8586,-1.3134,LIKONI ROAD OFF ENTERPRISE ROAD NAIROBI COUNTY,"P.O BOX 13999-00800
NAIROBI",,Transfer Station/Storage Yard
TAKATAKA SOLUTIONS LTD,norah.takataka@gmail.com,KIKUYU- LUSIGETTI,Kiambu,36.602585,-278789,KIAMBU,29273-00625 NAIROBI,,Transfer Station/Storage Yard
POLYTHENE INDUSTRIES LIMITED,HR@POLYTHENE.CO.KE,EMBAKASI SOUTH,Nairobi,36.8394240,1.2967936,"RAMCO INDUSTRIAL PARK,MOMBASA ROAD",P.O BOX 17931-00500 NAIROBI,,Recycling
POLYTHENE INDUSTRIES LIMITED,HR@POLYTHENE.CO.KE,EMBAKASI SOUTH,Nairobi,36.8394240,1.2967936,"RAMCO INDUSTRIAL PARK,MOMBASA ROAD",P.O BOX 17931-00500 NAIROBI,,Reuse
POLYTHENE INDUSTRIES LIMITED,HR@POLYTHENE.CO.KE,EMBAKASI SOUTH,Nairobi,36.8394240,-1.2967936,"RAMCO INDUSTRIAL PARK,MOMBASA ROAD",P.O BOX 17931-00500 NAIROBI,,Reuse
SUNRAJ TECH (K) LIMITED,olukohe2000@yahoo.com,RABAI- SUB-COUNTY,Kilifi,39.499221,-3.888022,"PLOT NO. MARIAKANI/KAWALA B'/30, KILIFI COUNTY.",P.O BOX 86976 - 80100 MOMBASA,,Recycling
APEX STEEL LTD,rmd@apex-steel.com,ATHI RIVER,Machakos,36° 58' 47.0496'' E,1° 27' 11.772'' S,SOFIA MAKADARA ROAD - ATHI RIVER,P.O. BOX 18441-00500 NAIROBI,,Recycling
RED LANDS ROSES LTD,info@redlandsroses.co.ke,RUIRU,Kiambu,36'57' 14.99'E,-1'08'33.60S,"RUIRU, TATU CITY AREA, ALONG RUIRI-KIAMBU ROAD LR NO.1158-191",P.O BOX 10-00232 RUIRU,,Compost
MUTUA BINS SERVICES,victorkerandi96@gmail.com,EMBAKASI WEST,Nairobi,36.78537,-1.32632 .,Falcon road off Enterprise road industrial area Nairobi,"P.O BOX 105
MASINGA",,Transfer Station/Storage Yard
MUTUA BINS SERVICES,shanificonsys@gmail.com,EMBAKASI WEST,Nairobi,36.78537,-1.32632 .,Falcon road off Enterprise road industrial area Nairobi,"P.O BOX 105
MASINGA",,Transfer Station/Storage Yard
NIBEGLO GLOBAL COMPANY LIMITED,NIBEGLOGLOBALCOMPANYLTD@GMAIL.COM,NIL,Nairobi,NIL,NIL,NAIROBI RAILWAYS CLUB,523 -00241,,Dumpsite for General Waste
YOUNSHEN DEVELOPERS COMPANY LIMITED,newtonkilonzi@gmail.com,MAVOKO,Machakos,37.2634 E,1.5177 S,"LR NO 12715/565, MLOLONGO AREA, ATHI RIVER, MACHAKOS COUNTY",P.O. BOX 58274-00200 NAIROBI.,,Recycling
GREENROCK VENTURES LIMITED,anastathuku@gmail.com,JUJA,Kiambu,37° 1’54.894”E,1° 5'15.294''S,"PLOT NO. LR NO. 13537/198 IN JUJA, KIAMBU COUNTY","P. O. BOX 41345-80100
MOMBASA",,Land fill
WARIDI LIMITED,gm0469@gmail.com,ATHI RIVER,Machakos,E370107.92,S12357.64,L.R NO 59 ATHI RIVER,P.O BOX 19294-00501 NAIROBI,,Compost
WILDFIRE LIMITED,certifications@wildfire-flowers.com,Naivasha,Nakuru,"36° 26' 13.72""E","0° 46' 24.84""S",Naivasha,P.O.BOX 379- 20117 NAIVASHA,,Compost
KARSAM SERVIETTES COMPANY LIMITED,info@karsam.co.ke,Embakasi districct,Nairobi,36.84236,1.30408,"FUNZI ROAD, INDUSTIRIAL AREA",P.O. BOX 18521-00500 NAIROBI,,Recycling
TONONOKA PAPER LTD,tononokapaper@gmail.com,EMBAKASI,Nairobi,36 54 8.809E,1 19 13.458 S,EMBAKASI,"P O BOX 44689 - 00100, NAIROBI, KENYA.",,Transfer station
A.I.C KIJABE HOSPITAL,ENVIRON@KIJABEHOSPITAL.ORG,LARI,Kiambu,36.5758,0.93304,KIJABE,P.O BOX (020) 3246 500/492,,Incinerator
EGERTON UNIVERSIY,wynesammy@yahoo.com,"EGERTON UNIVERSITY, MAIN CAMPUS NJORO, NAKURU COUNTY",Nakuru,35° 56' 38.40'' E,0° 19' 44.40'' N,"EGERTON UNIVERSITY, MAIN CAMPUS NJORO, NAKURU COUNTY",P.O BOX 536-20115 EGERTON,,Incinerator
KENYA ELECTRICITY GENERATING COMPANY PLC (KenGen),pbaraza@kengen.co.ke,West Pokot,West Pokot,35˚20ʹ30ʺE,1˚55ʹ0ʺN,"Within Turkwel Power Station in Kositai Location, Kasitei Sublocation in West Pokot Subcounty",P.O Box 47936-00100 NAIROBI,,Incinerator
SBNP VENTURES LIMITED,info@envasses.org,KWALE,Kwale,00,00,"MWAVUMBO AREA,KWALE COUNTY","P.O BOX 83559-80100
MOMBASA",,Recycling
COTS PAPER AND BOARD LTD,cotspaper@gmail.com,KIAMBU,Kiambu,36.9665794E,1.1422236S,"PLOT LR NO RUIRU TOWNSHIP 409, KIAMBU","P. O. BOX 51108
NAIROBI 00100",,Recycling
